county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
St. Francis County,Arkansas,Report 13516: Footprint found in Beck Spur area.,34.97181,-90.95902,2001-08-18,13516.0,Class B,9ypqfnmtt1,88.07,79.065,70.06,70.64,0.77,0.39,0.98,0.0017,1.0,rain,1014.63,Partly cloudy until evening.,7.0,9.15,215.0,6.35
Sevier County,Arkansas,Report 30063: Man recalls nighttime encounter near DeQueen,34.08204,-94.3457,1989-10-14,30063.0,Class B,9yhcvh7w3b,83.73,72.12,60.51,57.48,0.65,0.06,0.49,0.0,0.0,,1016.63,Clear throughout the day.,5.0,8.59,163.0,6.25
Sevier County,Arkansas,Report 28839: Possible footprints found in snow at a home near Lockesburg (w/photos),33.94073,-94.09966,2011-02-06,28839.0,Class B,9yj14dwxnf,52.24,44.015,35.79,33.24,0.77,0.46,0.11,0.0042,0.7,rain,1012.92,Partly cloudy throughout the day.,3.0,9.34,44.0,1.73
Union County,Arkansas,Report 4096: Sighting by truck driver near Felsenthal Wildlife Refuge,33.1075,-92.33472,1980-01-01,4096.0,Class C,9vyk6g5cjj,56.32,43.605,30.89,30.5,0.68,0.03,0.48,0.0,0.0,,1020.18,Clear throughout the day.,3.0,9.72,271.0,3.31
Union County,Arkansas,Report 10913: Squirrel Hunter has encounter south of El Dorado,33.14663,-92.61493,2002-11-05,10913.0,Class A,9vyhs6pv5e,53.9,48.11,42.32,48.45,0.9,0.91,0.03,0.0323,1.0,rain,1010.59,Rain in the morning.,2.0,7.61,303.0,4.65
Union County,Arkansas,Report 11632: 4' - 5.5' upright animal seen crossing dead-end road.,33.26462,-92.64066,2005-05-07,11632.0,Class A,9vyj5zthkn,83.03,72.18,61.33,51.52,0.6,0.07,0.98,0.0001,0.11,rain,1017.49,Clear throughout the day.,11.0,9.61,153.0,5.61
Washington County,Arkansas,Report 5316: Daytime sighting by hiker near Spring Creek.,36.20611,-94.23417,2002-10-10,5316.0,Class A,9ykvzxhgbs,66.23,63.68000000000001,61.13,56.07,0.88,0.99,0.16,0.0004,0.24,rain,1017.08,Overcast throughout the day.,3.0,8.41,69.0,3.47
White County,Arkansas,"Report 55410: Deer hunter encounters several Bigfoots, possibly a family unit, near Searcy",35.255,-91.50301,2015-11-26,55410.0,Class A,9yqbtccx32,70.06,65.74000000000001,61.42,54.74,0.74,0.19,0.54,0.0,0.0,,1026.73,Partly cloudy in the morning.,2.0,9.83,153.0,9.67
White County,Arkansas,Report 50541: Motorist has a close sighting at dusk on AR-258 outside Bald Knob,35.34737,-91.60007,2015-12-28,50541.0,Class A,9yqc5dfc7e,52.36,44.785,37.21,41.74,0.84,0.31,0.61,0.0478,0.89,rain,1004.02,Heavy rain in the morning and breezy until afternoon.,2.0,8.93,235.0,6.65
Blount County,Alabama,Report 8921: Possible daylight sighting near freeway outside Birmingham,33.00014,-86.00004,2006-06-03,8921.0,Class B,djfgep2xtz,82.61,69.545,56.48,61.37,0.72,0.3,0.24,0.0007,0.35,rain,1012.52,Partly cloudy until afternoon.,11.0,8.32,345.0,6.18
Blount County,Alabama,Report 50178: Recollection of a roadside sighting of a white Bigfoot near Blount Springs,33.89833,-86.84557,2014-01-14,50178.0,Class A,dn40zg0bpd,58.36,47.805,37.25,38.55,0.72,0.05,0.46,0.0016,0.81,rain,1015.32,Clear throughout the day.,3.0,9.16,275.0,4.32
Blount County,Alabama,,,,,43963.0,Class B,,,,,,,,,,,,,,,,,
Chilton County,Alabama,Report 26886: Daylight sighting while riding ATV on his private property outside Verbena,32.76967,-86.4891,2000-05-13,26886.0,Class A,djf6rvs91v,87.56,74.225,60.89,64.79,0.65,0.37,0.35,0.0,0.0,,1014.06,Partly cloudy until afternoon.,11.0,9.28,277.0,6.07
Chilton County,Alabama,Report 42939: Late afternoon sighting by a bow hunter in his tree stand south of Clanton,32.48322,-86.37698,2013-10-15,42939.0,Class A,djf8f3qhqr,74.6,66.67999999999999,58.76,60.32,0.83,0.11,0.39,0.0,0.0,,1018.31,Clear throughout the day.,3.0,9.41,75.0,2.33
Clarke County,Alabama,Report 43402: Possible ongoing activty in a rural community near Chance,31.809,-87.56806999999998,2002-09-16,43402.0,Class B,dj9szqduu5,91.24,81.905,72.57,73.12,0.84,0.27,0.35,0.0002,0.22,rain,1016.98,Humid and partly cloudy throughout the day.,7.0,4.84,212.0,2.03
Clarke County,Alabama,Report 24451: Two friends have a possible nighttime sighting on a rural road outside Madison,31.20325,-87.5047,2008-08-31,24451.0,Class B,dj9c8b3h0e,87.37,82.64500000000002,77.92,70.61,0.73,0.3,0.03,0.0059,0.52,rain,1011.42,Light rain in the evening.,7.0,9.6,58.0,9.61
Clarke County,Alabama,,,,,49238.0,Class A,,,,,,,,,,,,,,,,,
Clay County,Alabama,Report 42692: Daytime road crossing seen near Ashland,33.12572,-85.49103000000002,2013-11-10,42692.0,Class B,djghqw7769,70.53,56.065,41.6,42.41,0.61,0.04,0.27,0.0001,0.14,rain,1024.36,Clear throughout the day.,4.0,9.99,351.0,3.82
Sebastian County,Arkansas,Report 11252: Teenagers have nighttime sighting of animal near Milltown.,35.1759,-94.0679,1986-09-27,11252.0,Class B,9ym057tf7p,89.49,80.265,71.04,68.95,0.72,0.55,0.8,0.0035,0.17,rain,1016.57,Mostly cloudy until evening.,5.0,9.14,190.0,6.08
Searcy County,Arkansas,Report 5342: Fisherman finds footprint near Witts Springs.,35.8019,-92.943,2002-10-30,5342.0,Class B,9ymgtj8cpj,55.88,49.125,42.37,47.79,0.86,0.97,0.81,0.0006,0.55,rain,1017.48,Overcast throughout the day.,2.0,8.05,333.0,2.85
Saline County,Arkansas,Report 3143: Two children have encounter west of Benton,34.52473,-92.70348,1975-04-04,3143.0,Class B,9ynh6mp3hk,62.12,51.155,40.19,30.94,0.57,0.31,0.78,0.0,0.0,,1025.87,Partly cloudy throughout the day.,7.0,9.46,118.0,4.62
Randolph County,Arkansas,Report 4093: Daytime sighting between Pocahontas and Imboden,36.19791,-91.1125,1977-09-25,4093.0,Class A,9yrjyttuhg,79.47,74.72,69.97,68.99,0.89,0.75,0.45,0.0,0.0,,1007.97,Humid and mostly cloudy throughout the day.,4.0,7.39,157.0,5.49
Pulaski County,Arkansas,Report 10919: Youth has sighting from his backyard on Air Force Base,34.87,-92.12,1975-09-15,10919.0,Class A,9ynqrgbk2r,63.91,62.245,60.58,57.23,0.88,0.95,0.35,0.0246,1.0,rain,1021.97,"Rain starting in the afternoon, continuing until evening.",4.0,5.84,21.0,3.46
Pope County,Arkansas,Report 3226: Man finds 3-toed prints & wife has sighting,35.42097000000001,-93.15208,1998-11-15,3226.0,Class A,9ymc820wp5,65.57,55.375,45.18,45.23,0.77,0.14,0.89,0.0,0.0,,1016.32,Partly cloudy in the morning.,2.0,7.02,65.0,2.17
Polk County,Arkansas,Report 5607: Driver narrowly misses creature darting across mountainous stretch of highway,34.70694,-94.45417,1998-07-07,5607.0,Class A,9yhv6whwd6,95.97,86.96000000000002,77.95,71.63,0.63,0.07,0.43,0.0,0.0,,1012.58,Humid throughout the day.,11.0,9.73,170.0,3.03
Marion County,Arkansas,,,,,26750.0,Class B,,,,,,,,,,,,,,,,,
Madison County,Arkansas,Report 2957: Youths riding in back of pick-up have close observation of large biped crossing road,35.9975,-93.83426,1970-06-15,2957.0,Class A,9ymkb9puxk,90.76,82.555,74.35,70.64,0.71,0.56,0.36,0.0,0.0,,1011.65,Mostly cloudy until afternoon and humid throughout the day.,8.0,9.71,191.0,7.85
Lonoke County,Arkansas,Report 2494: Bus driver encounters ape like creature during an unscheduled stop,34.787,-91.735,2001-08-11,2494.0,Class A,9ynvbsb8gw,88.51,80.97,73.43,73.39,0.85,0.5,0.73,0.0179,0.89,rain,1015.95,Light rain in the afternoon.,8.0,8.35,239.0,3.11
Logan County,Arkansas,,,,,4088.0,Class C,,,,,,,,,,,,,,,,,
Little River County,Arkansas,Report 1944: Family has multiple encounters with white bigfoot creature,33.769859999999994,-94.3643,1969-08-16,1944.0,Class A,9yhbhew58q,97.0,85.13,73.26,69.25,0.64,0.42,0.11,0.0366,0.47,rain,1007.91,Humid and partly cloudy throughout the day.,8.0,7.18,201.0,7.64
Lee County,Arkansas,Report 7234: Daylight sighting by two sisters near their farm in the early 1960s,34.88111,-91.08056,1961-10-15,7234.0,Class A,9ypnrmvjjn,68.85,55.23,41.61,33.39,0.49,0.02,0.2,0.0,0.0,,1028.34,Clear throughout the day.,5.0,10.0,353.0,3.76
Jackson County,Arkansas,Report 9753: Animal peers into youngster's bedroom window,35.44944,-91.51306,1986-07-15,9753.0,Class A,9yqctt65zn,95.68,85.5,75.32,70.47,0.64,0.32,0.29,0.0,0.0,,1019.83,Partly cloudy until evening and humid throughout the day.,10.0,7.87,221.0,5.71
Independence County,Arkansas,Report 6932: Duck hunter observes apelike creature across White River,35.64861,-91.45889,1999-11-15,6932.0,Class A,9yqfyc9sjq,63.58,50.765,37.95,28.26,0.39,0.01,0.23,0.0,0.0,,1021.36,Clear throughout the day.,3.0,9.68,0.0,3.82
Hot Spring County,Arkansas,Report 1640: Nightime sighting by motorists on Hwy 7 North,34.08,-93.0,1996-10-15,1640.0,Class A,9yjcgsp6qu,80.72,69.33,57.94,55.94,0.73,0.2,0.1,0.0,0.0,,1017.74,"Partly cloudy starting in the afternoon, continuing until evening.",4.0,7.77,134.0,3.58
Hot Spring County,Arkansas,"Report 1641: From top of hill, hunter observes bipedal creature following a fence row",34.25,-93.1,1998-10-29,1641.0,Class A,9yjfc7n8sy,79.4,72.225,65.05,64.47,0.82,0.53,0.3,0.0,0.0,,1014.53,Mostly cloudy until evening.,3.0,8.64,189.0,5.36
Hot Spring County,Arkansas,Report 7059: Vocalizations heard on remote piece of Arkansas property.,34.39,-93.23111,2003-10-31,7059.0,Class B,9yjewkx0m8,78.19,69.85,61.51,67.19,0.84,0.72,0.23,0.0004,0.42,rain,1018.69,Mostly cloudy throughout the day.,2.0,8.82,165.0,5.8
Hot Spring County,Arkansas,Report 12824: Two sets of tracks found near Lake DeGray.,34.316109999999995,-93.17056,2005-10-16,12824.0,Class B,9yjepz53bd,81.28,67.135,52.99,53.28,0.67,0.03,0.47,0.0001,0.15,rain,1018.76,Clear throughout the day.,5.0,9.26,72.0,2.85
Hot Spring County,Arkansas,Report 13211: Early morning sighting by resident along Highway 7 near Bismarck.,34.285,-93.162,2005-12-04,13211.0,Class A,9yjg013s85,44.99,36.125,27.26,30.68,0.63,0.53,0.11,0.0036,0.19,rain,1018.24,Mostly cloudy until evening.,2.0,9.57,19.0,7.92
Hot Spring County,Arkansas,,,,,37010.0,Class B,,,,,,,,,,,,,,,,,
Independence County,Arkansas,Report 13286: Possible vocalizations near Salado.,35.69958,-91.51528,2005-12-15,13286.0,Class B,9yqgjdbt5k,49.79,37.52,25.25,21.37,0.48,0.18,0.51,0.0014,0.49,rain,1014.18,Partly cloudy in the evening.,2.0,9.76,285.0,7.71
Independence County,Arkansas,"Report 46380: Mother & daughter have unusual, close-up encounter on the road at night near Newark",35.703,-91.46231,2011-11-24,46380.0,Class A,9yqgnex1j9,54.77,48.97,43.17,44.33,0.84,0.82,0.98,0.0,0.0,,1026.88,Mostly cloudy throughout the day.,2.0,9.25,168.0,4.75
Logan County,Arkansas,Report 13718: Man tells of two-legged animal crossing road in front of his car east of Paris,35.34572,-93.75313,1986-06-01,13718.0,Class A,9ym34d7p9x,78.33,72.69,67.05,65.8,0.85,0.94,0.82,0.0075,1.0,rain,1012.34,Overcast throughout the day.,7.0,7.41,199.0,3.55
Madison County,Arkansas,Report 11430: Two young men have a sighting while spelunking near Huntsville.,36.31519,-93.75723,1981-07-15,11430.0,Class A,9ymqddbp64,94.54,84.245,73.95,72.31,0.67,0.12,0.45,0.0,0.0,,1012.28,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.",10.0,9.28,209.0,8.55
Madison County,Arkansas,,,,,4089.0,Class C,,,,,,,,,,,,,,,,,
Marion County,Arkansas,Report 27948: Motorist has nighttime sighting on a mountain road north of Flippin,36.29871,-92.63179,2004-01-14,27948.0,Class A,9yqnkpgx6c,62.24,45.64,29.04,36.82,0.69,0.4,0.74,0.0,0.0,,1019.4,Mostly cloudy in the morning.,2.0,8.59,272.0,6.39
Marion County,Arkansas,Report 38015: Motorist observes three bigfoots crossing before him at night east of Harrison,36.14065,-92.52505,2012-12-04,38015.0,Class A,9yqjwe1qd1,59.46,47.16,34.86,49.59,0.8,0.59,0.69,0.0216,0.79,rain,1020.24,Rain in the morning.,1.0,9.01,346.0,2.6
Miller County,Arkansas,Report 26100: Truck driver sees a tall red eyed creature south of Fouke near the Sulphur River,33.14759,-93.89135,1996-11-15,26100.0,Class A,9vvhx6q6sy,69.8,65.35499999999999,60.91,51.35,0.8,0.6,0.16,0.0,0.0,,1022.99,Mostly cloudy throughout the day.,3.0,6.53,117.0,8.29
Miller County,Arkansas,Report 4090: Sighting in wheat field near Fouke,33.266659999999995,-93.886,2000-01-15,4090.0,Class A,9vvjr8423d,65.31,59.985,54.66,37.99,0.63,0.24,0.3,0.0,0.0,,1030.89,Partly cloudy throughout the day.,3.0,9.72,176.0,7.66
Miller County,Arkansas,Report 2104: Howling sound heard in the Boggy Creek area of Fouke Arkansas,33.31194,-93.8417,2001-04-01,2104.0,Class B,9vvm88681g,71.43,64.9,58.37,43.81,0.63,0.14,0.27,0.0,0.0,,1014.98,Mostly cloudy starting in the evening.,9.0,9.73,145.0,4.88
Miller County,Arkansas,Report 7971: Coon hunter and dogs experience close encounter in Sulphur River bottoms between Doddridge and Fouke.,33.18639,-93.9475,2004-02-19,7971.0,Class A,9vvhy1ms8x,70.22,64.03999999999999,57.86,44.11,0.65,0.21,0.98,0.0001,0.1,rain,1014.55,"Breezy starting in the afternoon, continuing until evening, and partly cloudy starting in the evening.",5.0,9.27,182.0,12.39
Miller County,Arkansas,Report 36498: Pre-dawn sighting on a rural road near Fouke,33.33171,-93.98622,2012-09-13,36498.0,Class A,9vvjt7c763,82.08,75.945,69.81,68.58,0.79,0.42,0.91,0.0167,0.51,rain,1019.19,Rain in the evening.,6.0,9.33,133.0,2.65
Polk County,Arkansas,Report 16696: Dusk sighting and vocalizations around property near Cove,34.369,-94.3745,2004-10-15,16696.0,Class A,9yhgs2wtfv,74.59,62.63,50.67,42.98,0.67,0.11,0.05,0.0002,0.57,rain,1008.09,Partly cloudy overnight.,5.0,9.73,281.0,2.81
Polk County,Arkansas,Report 56108: Sighting at dusk by a Retired Police Officer with Anthropology Degree,34.4125,-94.1125,2016-12-02,56108.0,Class A,9yj5f2t77f,62.36,54.095,45.83,33.21,0.62,0.03,0.1,0.0,0.0,,1022.5,Clear throughout the day.,3.0,9.93,94.0,3.6
Pope County,Arkansas,Report 7815: Man while checking spooked cattle with his grandfather observes 8'-9' bipedal animal leaning against tree,35.27833,-93.13361,2003-08-12,7815.0,Class A,9ymb8wnpjt,83.49,77.375,71.26,66.23,0.81,0.21,0.53,0.0083,0.92,rain,1016.62,Rain in the afternoon.,8.0,7.13,34.0,3.21
Pope County,Arkansas,,,,,29503.0,Class B,,,,,,,,,,,,,,,,,
Pulaski County,Arkansas,Report 57471: Memory told of a close daylight encounter with a white Bigfoot while riding a motorcycle inside Camp Joseph T. Robinson,34.923359999999995,-92.30519,1976-09-15,57471.0,Class A,9ynqet97m4,86.13,73.815,61.5,62.21,0.72,0.29,0.72,0.0,0.0,,1019.31,Partly cloudy until evening.,6.0,6.8,170.0,1.25
Pulaski County,Arkansas,Report 39922: Bowhunter intimidated by loud vocalizations at dark on Camp Robinson National Guard training base,34.92684000000001,-92.30753,2010-10-30,39922.0,Class B,9ynqeqpxwd,72.0,55.83,39.66,33.66,0.6,0.03,0.76,0.0,0.0,,1019.59,Clear throughout the day.,4.0,9.57,189.0,5.93
Pulaski County,Arkansas,Report 40101: Motorist views large bipedal animal squatting at night beside I-40 near Marche.,34.86535,-92.3575,2012-12-07,40101.0,Class A,9ynq67536k,62.41,59.615,56.82,54.92,0.87,0.93,0.79,0.0,0.0,,1012.23,Mostly cloudy throughout the day.,1.0,8.01,188.0,4.14
Pulaski County,Arkansas,Report 56735: Motorist has daytime sighting while driving past Joseph T. Robinson military base,34.85324,-92.25454,2017-02-10,56735.0,Class A,9ynqk8y6c6,69.68,65.745,61.81,38.66,0.66,0.05,0.49,0.0,0.0,,1021.48,Breezy in the afternoon.,4.0,9.97,196.0,9.26
Randolph County,Arkansas,Report 56443: Possible sightings and strange incidents experienced over time on rural property near Pocahontas,36.154,-91.09,2004-11-26,56443.0,Class B,9yrjxjwk34,57.86,53.55,49.24,37.47,0.64,0.39,0.49,0.0,0.0,,1013.76,Light rain and breezy overnight.,2.0,10.0,178.0,11.18
Saline County,Arkansas,Report 4095: Surprise observation by two hunters on the opposite bank of the river,34.47,-92.58,1975-09-20,4095.0,Class B,9ynhj71639,77.47,66.65,55.83,54.91,0.7,0.27,0.49,0.0,0.0,,1019.15,Partly cloudy in the morning.,7.0,9.44,343.0,5.35
Saline County,Arkansas,Report 4094: Late night encounter near Benton,34.564440000000005,-92.58667,1994-10-15,4094.0,Class A,9ynhthk2qn,66.52,64.335,62.15,59.46,0.9,0.94,0.38,0.0117,1.0,rain,1015.93,Rain in the morning.,3.0,5.57,109.0,6.55
Saline County,Arkansas,Report 186: Two boys are chased by sasquatch,34.55056,-92.34083,2001-08-11,186.0,Class A,9ynkd9xrwe,89.08,81.44999999999997,73.82,73.27,0.84,0.54,0.73,0.0207,0.94,rain,1016.09,Light rain in the afternoon.,9.0,7.95,222.0,2.94
Saline County,Arkansas,Report 8420: Early morning motorist driving to work sees bipedal animal running through field,34.53167,-92.40778,2004-04-03,8420.0,Class A,9ynk3nq9w9,72.69,60.025,47.36,39.58,0.55,0.11,0.44,0.0001,0.11,rain,1018.03,"Partly cloudy starting in the afternoon, continuing until evening.",8.0,8.98,313.0,5.16
Saline County,Arkansas,Report 29417: Deer hunter has a late afternoon sighting through his rifle scope in the Winona Wildlife Management Area,34.73147,-92.75093,2010-11-18,29417.0,Class A,9ynj96sv6x,51.09,45.295,39.5,43.14,0.83,0.82,0.4,0.0005,0.26,rain,1025.31,Mostly cloudy throughout the day.,2.0,8.63,347.0,3.76
Saline County,Arkansas,,,,,44912.0,Class B,,,,,,,,,,,,,,,,,
Searcy County,Arkansas,Report 8819: Woman on horseback hears footsteps; observes animal running away through woods,35.77,-92.44583,2004-06-12,8819.0,Class B,9yq72rep25,83.11,76.565,70.02,72.26,0.82,0.28,0.84,0.0133,0.53,rain,1013.28,Rain in the afternoon.,8.0,9.14,189.0,4.33
Sebastian County,Arkansas,"Report 8527: Man has extraordinary, close encounter while fishing near Huntington",35.093059999999994,-94.356,2004-04-23,8527.0,Class A,9yhzsukpcu,70.39,65.995,61.6,62.85,0.87,0.8,0.13,0.026000000000000002,0.79,rain,1013.02,Heavy rain in the morning and overnight.,6.0,8.83,91.0,6.18
Grant County,Arkansas,Report 56954: Two young hunters hide and watch hairy bipedal animal walking near the Jenkins Ferry Battleground Historical Monument,34.20873,-92.57542,1973-04-15,56954.0,Class A,9yn4t7s8k3,71.1,66.28999999999999,61.48,55.39,0.76,0.89,0.44,0.0271,1.0,rain,1016.87,Breezy in the afternoon and heavy rain starting in the evening.,6.0,7.58,153.0,10.49
Garland County,Arkansas,Report 24254: Woman remembers she and a male friend watching an upright creature walking on the edge of moonlit Lake Hamilton,34.44652,-93.07654,1992-06-14,24254.0,Class A,9yjgcyz9x2,92.03,78.11,64.19,67.74,0.79,0.47,0.49,0.0796,1.0,rain,1010.39,"Heavy rain starting in the afternoon, continuing until evening.",10.0,6.55,127.0,3.87
Fulton County,Arkansas,Report 5228: Motorist has nighttime sighting of bipedal animal at roadside,36.37111,-91.87,1997-03-14,5228.0,Class A,9yqwvmnm1f,45.03,36.0,26.97,31.83,0.66,0.54,0.21,0.0,0.0,,1020.06,Mostly cloudy until evening and breezy until afternoon.,5.0,9.09,321.0,12.8
Faulkner County,Arkansas,Report 29313: Fisherman finds possible footprints near Grassy Lake (w/photo),34.56384,-92.22704,2010-04-10,29313.0,Class B,9ynktk4kfn,75.4,61.045,46.69,42.66,0.57,0.07,0.88,0.0,0.0,,1023.19,Clear throughout the day.,9.0,9.7,145.0,5.69
Drew County,Arkansas,Report 37862: Hunter finds his deer kill moved near Monticello,33.40425,-91.48295,2011-12-15,37862.0,Class B,9vyyn301ug,66.67,55.98,45.29,58.11,0.88,0.92,0.67,0.0136,0.64,rain,1019.64,Rain in the morning and overnight.,2.0,8.46,245.0,1.48
Desha County,Arkansas,Report 8913: Late night sighting by motorist,33.7985,-91.27056,2001-05-15,8913.0,Class A,9yp070ff9c,89.03,77.12,65.21,60.63,0.61,0.04,0.76,0.0,0.0,,1015.61,Clear throughout the day.,11.0,9.19,214.0,7.13
Crittenden County,Arkansas,Report 13983: Possible sighting by fisherman at Blue Lake.,35.0194,-90.32,1980-06-15,13983.0,Class A,9ypz0xnfz3,94.15,86.2,78.25,63.84,0.52,0.13,0.1,0.0,0.0,,1013.55,Breezy until evening and partly cloudy in the evening.,10.0,8.55,215.0,11.31
Crawford County,Arkansas,Report 27482: Man recalls incident while camping as a teenager near Cedarville,35.36335,-94.229,2010-03-23,27482.0,Class A,9ykcpv8w3n,72.21,61.1,49.99,36.99,0.63,0.05,0.26,0.0024,0.76,rain,1013.2,Clear throughout the day.,8.0,9.26,145.0,5.06
Cleveland County,Arkansas,"Report 2931: Daylight sighting outside rural home in small community of Herbine, south of Rison",33.82111,-92.03389,2001-07-29,2931.0,Class A,9yn83syynz,90.97,83.735,76.5,75.61,0.8,0.28,0.33,0.0195,0.53,rain,1016.39,Heavy rain in the afternoon.,9.0,8.97,213.0,6.53
Clark County,Arkansas,Report 3519: Man working in wooded area sees bipedal animal standing on railroad tracks,33.88861,-93.20389,1984-04-17,3519.0,Class A,9yj8z14zry,70.85,56.34,41.83,37.14,0.48,0.21,0.57,0.0,0.0,,1011.65,Partly cloudy until evening.,9.0,9.41,305.0,6.97
Chicot County,Arkansas,Report 36178: Motorist has nighttime sighting near Lake Village,33.26855,-91.22115,2012-07-29,36178.0,Class A,9vzjk0qg35,98.08,88.05,78.02,70.48,0.66,0.02,0.38,0.0,0.0,,1015.77,Humid throughout the day.,11.0,9.41,61.0,1.35
Carroll County,Arkansas,Report 9507: Roadside sighting near Eureka Springs,36.41,-93.74,1994-07-16,9507.0,Class A,9ymr4uhxee,85.85,77.805,69.76,68.34,0.77,0.51,0.28,0.0,0.0,,1018.77,Partly cloudy throughout the day.,8.0,9.35,218.0,2.67
Benton County,Arkansas,"Report 2635: November, 2000, Arkansas, Benton",36.25639,-94.07806,2000-11-27,2635.0,Class B,9ymn70q2y2,53.99,42.755,31.52,29.48,0.67,0.04,0.06,0.0018,0.72,rain,1018.42,Clear throughout the day.,2.0,9.85,271.0,2.8
Baxter County,Arkansas,Report 1636: Teenager has sighting near Ozark National Forest,36.19444,-92.38222,1972-11-05,1636.0,Class A,9yqmcucrfk,65.0,54.865,44.73,39.96,0.67,0.01,0.98,0.0,0.0,,1020.23,Clear throughout the day.,3.0,9.01,117.0,6.81
Pima County,Arizona,,,,,510.0,Class A,,,,,,,,,,,,,,,,,
Navajo County,Arizona,Report 19339: Late afternoon road crossing near Cibecue (Fort Apache Reservation),33.99989,-110.4298,2006-10-15,19339.0,Class A,9w13rj7rxn,70.89,58.73,46.57,43.26,0.61,0.43,0.8,0.0009,0.18,rain,1005.71,Partly cloudy until evening.,4.0,9.91,262.0,2.94
Navajo County,Arizona,Report 20833: Possible early morning vocalization at Fool's Hollow Lake,34.271390000000004,-110.0632,2007-06-11,20833.0,Class B,9w1dzqymmd,74.2,61.975,49.75,40.75,0.55,0.51,0.88,0.0079,0.83,rain,1010.59,Light rain until afternoon.,9.0,9.13,169.0,5.33
Navajo County,Arizona,"Report 25625: Man finds large, human-like footprints in mud while jogging near his home (photos included)",34.0425,-110.4829,2009-02-20,25625.0,Class B,9w13tvhzcv,66.57,49.7,32.83,18.75,0.37,0.08,0.87,0.0,0.0,,1019.57,Clear throughout the day.,5.0,10.0,349.0,1.15
Navajo County,Arizona,Report 27495: Afternoon sighting by a commuter south of Show Low,34.1,-110.165,2010-03-24,27495.0,Class A,9w19vpsqck,59.77,45.27,30.77,20.63,0.43,0.06,0.3,0.0,0.0,,1016.36,Clear throughout the day.,9.0,9.84,313.0,3.41
Navajo County,Arizona,Report 29358: Brief daylight sighting within the city limits of Show Low,34.0,-110.0,2011-05-31,29358.0,Class A,9w1c2vs2q5,85.5,71.405,57.31,15.83,0.16,0.05,0.96,0.0,0.0,,1014.28,Clear throughout the day.,14.0,9.86,189.0,5.61
Navajo County,Arizona,Report 47536: Evening sighting from a fishing boat on Fools Hollow Lake near Show Low.,34.285,-110.11,2014-04-22,47536.0,Class A,9w1en3kke5,75.28,61.51000000000001,47.74,26.79,0.28,0.01,0.77,0.0,0.0,,1007.98,Clear throughout the day.,13.0,10.0,203.0,12.28
Baxter County,Arkansas,Report 7969: Youth hears vocalizations and is trailed while fishing on White River,36.36,-92.55472,1980-06-15,7969.0,Class B,9yqnvg5sqe,89.58,79.905,70.23,64.9,0.6,0.41,0.1,0.0,0.0,,1010.85,Heavy rain overnight.,8.0,8.64,209.0,10.48
Baxter County,Arkansas,Report 1637: Backyard sighting near Mountain Home.,36.33528,-92.385,1995-05-15,1637.0,Class A,9yqq9wxk37,81.32,74.31,67.3,60.15,0.67,0.66,0.53,0.0,0.0,,1015.42,Mostly cloudy throughout the day.,8.0,9.75,79.0,2.55
Baxter County,Arkansas,Report 76: Three fisherman hear thrashing about and loud vocalizations,36.37139000000001,-92.25139,2001-08-11,76.0,Class B,9yqquv0wdy,87.64,79.38,71.12,70.15,0.81,0.39,0.73,0.0066,0.72,rain,1016.04,Light rain in the evening.,9.0,8.94,357.0,1.21
Baxter County,Arkansas,Report 55376: Two fishermen have close-up sighting while driving home at night from Norfork Lake,36.37399,-92.27071,2003-12-15,55376.0,Class A,9yqqumdtbe,55.79,45.71,35.63,38.2,0.75,0.36,0.72,0.002,0.24,rain,1009.08,Mostly cloudy throughout the day and breezy until afternoon.,2.0,9.49,173.0,11.31
Baxter County,Arkansas,Report 41827: Motorist has close encounter on Mallard Point Road near Lake Norfork,36.38605,-92.30614,2009-02-15,41827.0,Class A,9yqqgxbsp5,41.2,32.745000000000005,24.29,24.5,0.69,0.64,0.71,0.0009,0.21,snow,1025.62,Mostly cloudy until afternoon.,2.0,8.21,31.0,5.77
Benton County,Arkansas,Report 7045: Man riding 4-wheeler observes a bigfoot reaching into a tree,36.34167,-93.94583,2003-10-31,7045.0,Class A,9ymnwpy9x6,73.98,63.84,53.7,56.66,0.72,0.71,0.23,0.0014,0.33,rain,1017.89,Mostly cloudy throughout the day.,3.0,8.78,226.0,2.04
Benton County,Arkansas,Report 6178: Motorist crossing a bridge sees sasquatch digging in the dirt below,36.18333,-94.44694,2004-04-04,6178.0,Class A,9ykvffcz4v,63.69,52.21,40.73,30.41,0.45,0.03,0.47,0.0,0.0,,1021.07,Clear throughout the day.,8.0,9.97,46.0,4.22
Carroll County,Arkansas,Report 3032: Vocalizations heard by multiple witnesses,36.34389,-93.76,2001-06-15,3032.0,Class B,9ymqf2nn98,83.51,71.64500000000002,59.78,60.66,0.71,0.36,0.8,0.0111,1.0,rain,1015.2,Mostly cloudy in the morning.,12.0,9.13,278.0,3.31
Clark County,Arkansas,,,,,1638.0,Class A,,,,,,,,,,,,,,,,,
Cleveland County,Arkansas,,,,,18972.0,Class A,,,,,,,,,,,,,,,,,
